"racename","driver","qualrawdcoef","qualprednvalid"
"2016austria","svettel",NA,0
"2016austria","acelis",NA,0
"2016greatbritain","lhamilton",89.287,1
"2016greatbritain","sperez",92.085,1
"2016greatbritain","svettel",91.418,1.144
"2016greatbritain","fmassa",92.193,1.267
"2016greatbritain","rgrosjean",92.258,2
"2016greatbritain","egutierrez",92.331,2
"2016greatbritain","dkvyat",92.521,2
"2016greatbritain","kmagnussen",92.702,1
"2016greatbritain","jbutton",92.761,1
"2016greatbritain","jpalmer",92.878,1
"2016greatbritain","rharyanto",93.071,1
"2016greatbritain","nrosberg",89.606,1
"2016greatbritain","pwehrlein",93.124,1
"2016greatbritain","lnasr",93.517,1
"2016greatbritain","mericsson",NA,0
"2016greatbritain","mverstappen",90.438,1.267
"2016greatbritain","dricciardo",90.628,1.011
"2016greatbritain","kraikkonen",91.011,1.222
"2016greatbritain","vbottas",91.623,2
"2016greatbritain","csainz",91.98,2.478
"2016greatbritain","nhulkenberg",92.083,2.056
"2016greatbritain","falonso",92.183,3
"2016greatbritain","eocon",NA,0
"2016greatbritain","cleclerc",NA,0
"2016hungary","nrosberg",NA,0
"2016hungary","vbottas",NA,0
"2016hungary","rgrosjean",NA,0
"2016hungary","dkvyat",NA,0
"2016hungary","sperez",NA,0
"2016hungary","kraikkonen",NA,0
"2016hungary","egutierrez",NA,0
"2016hungary","lnasr",NA,0
"2016hungary","jpalmer",NA,0
"2016hungary","fmassa",NA,0
"2016hungary","kmagnussen",NA,0
"2016hungary","lhamilton",NA,0
"2016hungary","pwehrlein",NA,0
"2016hungary","rharyanto",NA,0
"2016hungary","mericsson",NA,0
"2016hungary","dricciardo",NA,0
"2016hungary","mverstappen",NA,0
"2016hungary","svettel",NA,0
"2016hungary","csainz",NA,0
"2016hungary","falonso",NA,0
"2016hungary","jbutton",NA,0
"2016hungary","nhulkenberg",NA,0
"2016hungary","eocon",NA,0
"2016hungary","cleclerc",NA,0
"2016germany","nrosberg",74.363,1
"2016germany","fmassa",75.672,2.256
"2016germany","egutierrez",75.715,2
"2016germany","jbutton",75.821,2
"2016germany","falonso",75.97,2
"2016germany","jpalmer",76.431,2
"2016germany","csainz",75.933,2
"2016germany","kmagnussen",76.37,1
"2016germany","pwehrlein",76.371,1
"2016germany","dkvyat",76.53,1
"2016germany","rharyanto",76.631,1
"2016germany","lhamilton",74.47,1
"2016germany","rgrosjean",75.987,2
"2016germany","lnasr",76.777,1
"2016germany","mericsson",76.892,1
"2016germany","dricciardo",74.726,1
"2016germany","mverstappen",74.868,1.211
"2016germany","kraikkonen",75.142,1.022
"2016germany","svettel",75.331,1.078
"2016germany","vbottas",75.463,2
"2016germany","nhulkenberg",75.529,2.044
"2016germany","sperez",75.477,2.033
"2016germany","eocon",NA,0
"2016germany","cleclerc",NA,0
"2016belgium","nrosberg",106.744,1
"2016belgium","fmassa",107.987,2
"2016belgium","rgrosjean",108.452,1.333
"2016belgium","kmagnussen",108.651,2
"2016belgium","jpalmer",108.903,2
"2016belgium","csainz",109.013,1.422
"2016belgium","pwehrlein",108.946,2
"2016belgium","lnasr",108.922,1
"2016belgium","eocon",109.023,1
"2016belgium","egutierrez",108.671,1.578
"2016belgium","dkvyat",109.031,0.756
"2016belgium","mverstappen",106.893,1
"2016belgium","mericsson",109.044,1
"2016belgium","lhamilton",NA,0
"2016belgium","falonso",NA,0
"2016belgium","kraikkonen",106.91,1
"2016belgium","svettel",107.108,1
"2016belgium","dricciardo",107.216,1
"2016belgium","sperez",107.468,2
"2016belgium","nhulkenberg",107.452,2
"2016belgium","vbottas",107.787,2
"2016belgium","jbutton",108.243,2.644
"2016italy","lhamilton",81.135,1
"2016italy","egutierrez",82.995,3
"2016italy","fmassa",82.966,1.333
"2016italy","falonso",83.302,1.889
"2016italy","pwehrlein",83.316,2
"2016italy","jbutton",83.311,2
"2016italy","csainz",83.357,2
"2016italy","dkvyat",83.425,1
"2016italy","rgrosjean",83.035,2
"2016italy","lnasr",83.556,1
"2016italy","mericsson",83.687,1
"2016italy","nrosberg",81.613,1
"2016italy","jpalmer",83.83,1
"2016italy","kmagnussen",84.036,1
"2016italy","eocon",NA,0
"2016italy","svettel",81.991,1.078
"2016italy","kraikkonen",82.085,1.044
"2016italy","vbottas",82.427,2.022
"2016italy","dricciardo",82.391,1.011
"2016italy","mverstappen",82.451,1.111
"2016italy","sperez",82.847,2
"2016italy","nhulkenberg",82.872,2.022
"2016italy","acelis",NA,0
"2016singapore","nrosberg",102.584,1
"2016singapore","vbottas",104.462,1
"2016singapore","fmassa",104.787,1.122
"2016singapore","jbutton",104.73,2
"2016singapore","egutierrez",105.056,2
"2016singapore","mericsson",105.759,1
"2016singapore","kmagnussen",106.157,1
"2016singapore","lnasr",106.192,1
"2016singapore","sperez",104.504,2
"2016singapore","jpalmer",106.292,1
"2016singapore","pwehrlein",106.999,1
"2016singapore","dricciardo",103.115,1
"2016singapore","rgrosjean",105.193,2
"2016singapore","eocon",107.628,1
"2016singapore","svettel",NA,0
"2016singapore","lhamilton",103.288,1
"2016singapore","mverstappen",103.344,1.033
"2016singapore","kraikkonen",103.54,1
"2016singapore","csainz",104.362,2.667
"2016singapore","dkvyat",104.43,3
"2016singapore","nhulkenberg",104.469,2
"2016singapore","falonso",104.499,2.333
"2016malaysia","lhamilton",92.85,1
"2016malaysia","fmassa",94.536,2.022
"2016malaysia","vbottas",94.552,1
"2016malaysia","rgrosjean",94.943,2
"2016malaysia","egutierrez",95.12,2
"2016malaysia","kmagnussen",95.177,2
"2016malaysia","dkvyat",95.274,2
"2016malaysia","csainz",95.263,1.578
"2016malaysia","mericsson",95.325,1
"2016malaysia","lnasr",95.458,1
"2016malaysia","jpalmer",95.508,1
"2016malaysia","nrosberg",93.264,1
"2016malaysia","eocon",95.96,1
"2016malaysia","pwehrlein",96.096,1
"2016malaysia","falonso",NA,0
"2016malaysia","mverstappen",93.434,1.044
"2016malaysia","dricciardo",93.467,1
"2016malaysia","svettel",93.596,1.033
"2016malaysia","kraikkonen",93.632,1
"2016malaysia","sperez",94.416,2
"2016malaysia","nhulkenberg",94.452,2
"2016malaysia","jbutton",94.567,3
"2016japan","nrosberg",90.647,1
"2016japan","egutierrez",92.323,3
"2016japan","vbottas",92.212,1.044
"2016japan","fmassa",92.287,1.3
"2016japan","dkvyat",92.457,2
"2016japan","csainz",92.56,2
"2016japan","falonso",92.577,1.989
"2016japan","jpalmer",92.625,2
"2016japan","kmagnussen",92.768,1
"2016japan","mericsson",92.967,1
"2016japan","lnasr",93.077,1
"2016japan","lhamilton",90.66,1
"2016japan","eocon",93.098,1
"2016japan","pwehrlein",93.306,1
"2016japan","jbutton",92.596,1
"2016japan","mverstappen",91.18,1.011
"2016japan","dricciardo",91.24,1
"2016japan","sperez",92.06,2.056
"2016japan","svettel",91.037,1.1
"2016japan","rgrosjean",92.08,3
"2016japan","kraikkonen",90.964,1.044
"2016japan","nhulkenberg",92.121,2
"2016usa","lhamilton",94.999,1
"2016usa","csainz",97.358,3
"2016usa","sperez",97.312,1.033
"2016usa","falonso",97.567,1.878
"2016usa","dkvyat",97.577,2
"2016usa","egutierrez",97.828,2
"2016usa","jpalmer",97.924,2
"2016usa","mericsson",98.613,2
"2016usa","rgrosjean",98.176,1
"2016usa","kmagnussen",98.185,1
"2016usa","jbutton",98.195,1
"2016usa","nrosberg",95.215,1
"2016usa","pwehrlein",98.416,1
"2016usa","lnasr",98.451,1
"2016usa","eocon",98.674,1
"2016usa","dricciardo",95.509,1
"2016usa","mverstappen",95.747,1
"2016usa","kraikkonen",96.131,1
"2016usa","svettel",96.363,1.078
"2016usa","nhulkenberg",96.608,2
"2016usa","vbottas",97.14,2
"2016usa","fmassa",97.228,2.267
"2016usa","acelis",NA,0
"2016usa","jking",NA,0
"2016mexico","lhamilton",78.704,1
"2016mexico","csainz",80.18,3
"2016mexico","falonso",80.162,1.656
"2016mexico","sperez",80.078,1
"2016mexico","jbutton",80.771,2
"2016mexico","kmagnussen",80.961,2
"2016mexico","mericsson",81.067,2
"2016mexico","pwehrlein",81.342,2
"2016mexico","egutierrez",81.147,1
"2016mexico","dkvyat",81.2,1
"2016mexico","lnasr",81.438,1
"2016mexico","nrosberg",78.958,1
"2016mexico","eocon",81.627,1
"2016mexico","jpalmer",NA,0
"2016mexico","rgrosjean",81.662,1
"2016mexico","mverstappen",79.054,1
"2016mexico","dricciardo",79.133,1
"2016mexico","nhulkenberg",79.445,2
"2016mexico","kraikkonen",79.387,1.033
"2016mexico","svettel",79.381,1
"2016mexico","vbottas",79.65,2
"2016mexico","fmassa",80.004,2.211
"2016brazil","lhamilton",70.736,1
"2016brazil","falonso",72.135,2.722
"2016brazil","vbottas",72.128,1.044
"2016brazil","egutierrez",72.301,2
"2016brazil","fmassa",72.148,1.267
"2016brazil","dkvyat",72.458,2
"2016brazil","csainz",72.494,2
"2016brazil","jpalmer",72.818,2
"2016brazil","jbutton",72.686,1
"2016brazil","kmagnussen",72.82,1
"2016brazil","pwehrlein",72.837,1
"2016brazil","nrosberg",70.838,1
"2016brazil","mericsson",73.033,1
"2016brazil","lnasr",73.091,1
"2016brazil","eocon",72.842,1
"2016brazil","kraikkonen",71.424,1.033
"2016brazil","mverstappen",71.486,1.011
"2016brazil","svettel",71.527,1.167
"2016brazil","dricciardo",71.54,1
"2016brazil","rgrosjean",72.097,3
"2016brazil","nhulkenberg",72.085,2.011
"2016brazil","sperez",72.103,2.022
"2016brazil","ssirotkin",NA,0
"2016brazil","cleclerc",NA,0
"2016abudhabi","lhamilton",98.755,1
"2016abudhabi","fmassa",101.005,2.367
"2016abudhabi","vbottas",101.016,1.011
"2016abudhabi","jbutton",101.116,2
"2016abudhabi","egutierrez",101.461,2
"2016abudhabi","rgrosjean",101.417,2
"2016abudhabi","jpalmer",101.699,2
"2016abudhabi","pwehrlein",101.842,2
"2016abudhabi","dkvyat",101.873,1
"2016abudhabi","kmagnussen",102.012,1
"2016abudhabi","lnasr",102.117,1
"2016abudhabi","nrosberg",99.058,1
"2016abudhabi","eocon",102.156,1
"2016abudhabi","csainz",102.263,1
"2016abudhabi","mericsson",102.507,1
"2016abudhabi","dricciardo",99.589,1
"2016abudhabi","kraikkonen",99.604,1
"2016abudhabi","svettel",99.661,1
"2016abudhabi","mverstappen",99.818,1.022
"2016abudhabi","nhulkenberg",100.571,2
"2016abudhabi","sperez",100.598,2.011
"2016abudhabi","falonso",101.164,2.767
"2016abudhabi","acelis",NA,0
"2016abudhabi","jking",NA,0
"2017australia","lhamilton",82.188,1
"2017australia","sperez",84.483,1.133
"2017australia","nhulkenberg",84.477,1.144
"2017australia","falonso",84.874,2
"2017australia","eocon",85.014,1.9
"2017australia","mericsson",85.576,2
"2017australia","dricciardo",NA,0
"2017australia","agiovinazzi",85.41,1
"2017australia","kmagnussen",85.838,1
"2017australia","svandoorne",85.849,1
"2017australia","jpalmer",NA,0
"2017australia","svettel",82.456,1
"2017australia","lstroll",86.134,1
"2017australia","vbottas",82.481,1
"2017australia","kraikkonen",83.033,1
"2017australia","mverstappen",83.485,1
"2017australia","rgrosjean",84.22,3
"2017australia","fmassa",84.234,2.222
"2017australia","csainz",84.492,3
"2017australia","dkvyat",84.57,2.778
"2017australia","pwehrlein",NA,0
"2017china","lhamilton",91.678,1
"2017china","lstroll",93.925,3
"2017china","csainz",94.09,1.833
"2017china","kmagnussen",94.292,2
"2017china","falonso",94.175,2
"2017china","mericsson",94.708,2
"2017china","svandoorne",94.633,1
"2017china","mverstappen",NA,0
"2017china","eocon",95.106,0.944
"2017china","agiovinazzi",94.573,1
"2017china","rgrosjean",94.833,1
"2017china","svettel",91.864,1
"2017china","jpalmer",94.889,1
"2017china","vbottas",91.865,1
"2017china","kraikkonen",92.14,1
"2017china","dricciardo",93.033,1
"2017china","fmassa",93.578,2.089
"2017china","nhulkenberg",93.565,1.867
"2017china","sperez",93.787,2.167
"2017china","dkvyat",93.878,2.778
"2017bahrain","vbottas",88.769,1
"2017bahrain","jpalmer",90.79,3
"2017bahrain","dkvyat",90.696,2
"2017bahrain","lstroll",90.927,2
"2017bahrain","pwehrlein",91.173,2
"2017bahrain","eocon",91.198,2
"2017bahrain","falonso",91.247,1
"2017bahrain","csainz",91.311,1
"2017bahrain","svandoorne",91.506,1
"2017bahrain","sperez",91.511,0.3
"2017bahrain","mericsson",91.736,1
"2017bahrain","lhamilton",88.792,1
"2017bahrain","kmagnussen",92.093,1
"2017bahrain","svettel",89.247,1
"2017bahrain","dricciardo",89.545,1
"2017bahrain","kraikkonen",89.567,1
"2017bahrain","mverstappen",89.687,1
"2017bahrain","nhulkenberg",89.917,2.178
"2017bahrain","fmassa",90.297,2.367
"2017bahrain","rgrosjean",90.75,3
"2017russia","svettel",93.194,1
"2017russia","eocon",95.404,2.633
"2017russia","lstroll",95.905,2
"2017russia","dkvyat",95.759,2
"2017russia","kmagnussen",95.996,2
"2017russia","csainz",95.671,2
"2017russia","falonso",96.29,2
"2017russia","jpalmer",96.183,1
"2017russia","pwehrlein",97.053,1
"2017russia","mericsson",97.228,1
"2017russia","rgrosjean",97.341,1
"2017russia","kraikkonen",93.253,1
"2017russia","svandoorne",96.791,1
"2017russia","vbottas",93.289,1
"2017russia","lhamilton",93.767,1
"2017russia","dricciardo",94.905,1
"2017russia","fmassa",95.113,2.511
"2017russia","mverstappen",95.161,1
"2017russia","nhulkenberg",95.229,2.167
"2017russia","sperez",95.416,2.278
"2017russia","ssirotkin",NA,0
"2017spain","lhamilton",79.149,1
"2017spain","eocon",81.142,2.856
"2017spain","kmagnussen",81.189,2
"2017spain","csainz",81.208,2
"2017spain","nhulkenberg",81.279,1.256
"2017spain","rgrosjean",81.221,2
"2017spain","pwehrlein",81.617,2
"2017spain","mericsson",81.565,1
"2017spain","jpalmer",81.634,1
"2017spain","lstroll",81.644,1
"2017spain","dkvyat",81.979,1
"2017spain","svettel",79.2,1
"2017spain","svandoorne",81.765,1
"2017spain","vbottas",79.373,1
"2017spain","kraikkonen",79.439,1
"2017spain","mverstappen",79.706,1
"2017spain","dricciardo",80.187,1.022
"2017spain","falonso",81.139,3
"2017spain","sperez",81.109,2.311
"2017spain","fmassa",81.221,2.778
"2017spain","ssirotkin",NA,0
"2017monaco","kraikkonen",72.178,1
"2017monaco","nhulkenberg",73.564,1.378
"2017monaco","kmagnussen",73.596,2
"2017monaco","svandoorne",73.213,2
"2017monaco","lhamilton",NA,0
"2017monaco","fmassa",73.554,0.922
"2017monaco","eocon",73.859,0.878
"2017monaco","jpalmer",74.454,1
"2017monaco","lstroll",74.651,1
"2017monaco","pwehrlein",74.917,1
"2017monaco","mericsson",75.034,1
"2017monaco","svettel",72.221,1
"2017monaco","jbutton",73.502,2.278
"2017monaco","vbottas",72.223,1
"2017monaco","mverstappen",72.496,1
"2017monaco","dricciardo",72.998,1
"2017monaco","csainz",73.262,3
"2017monaco","sperez",73.343,2.311
"2017monaco","rgrosjean",73.346,3
"2017monaco","dkvyat",73.558,2
"2017canada","lhamilton",71.459,1
"2017canada","nhulkenberg",73.244,2.311
"2017canada","dkvyat",73.438,2
"2017canada","falonso",73.373,2
"2017canada","csainz",73.596,2
"2017canada","rgrosjean",73.502,2
"2017canada","jpalmer",73.834,2
"2017canada","svandoorne",73.816,1
"2017canada","lstroll",73.843,1
"2017canada","kmagnussen",73.952,1
"2017canada","mericsson",74.129,1
"2017canada","svettel",71.789,1
"2017canada","pwehrlein",74.444,1
"2017canada","vbottas",72.177,1
"2017canada","kraikkonen",72.252,1
"2017canada","mverstappen",72.403,1
"2017canada","dricciardo",72.557,1
"2017canada","fmassa",72.897,3
"2017canada","sperez",73.023,2.2
"2017canada","eocon",73.118,2.867
"2017azerbaijan","lhamilton",100.593,1
"2017azerbaijan","dricciardo",103.414,1
"2017azerbaijan","dkvyat",102.684,2
"2017azerbaijan","kmagnussen",103.54,2
"2017azerbaijan","nhulkenberg",103.993,1.044
"2017azerbaijan","pwehrlein",104.087,2
"2017azerbaijan","csainz",103.045,2
"2017azerbaijan","rgrosjean",103.971,1
"2017azerbaijan","mericsson",104.298,1
"2017azerbaijan","svandoorne",104.533,1
"2017azerbaijan","falonso",103.837,1
"2017azerbaijan","vbottas",101.027,1
"2017azerbaijan","jpalmer",NA,0
"2017azerbaijan","kraikkonen",101.693,1
"2017azerbaijan","svettel",101.841,1
"2017azerbaijan","mverstappen",101.879,1
"2017azerbaijan","sperez",102.191,2.111
"2017azerbaijan","eocon",102.372,2.311
"2017azerbaijan","lstroll",102.635,3
"2017azerbaijan","fmassa",102.65,2.811
"2017austria","vbottas",64.251,1
"2017austria","csainz",65.618,3
"2017austria","nhulkenberg",65.788,1.211
"2017austria","falonso",65.835,2
"2017austria","svandoorne",65.983,2
"2017austria","dkvyat",65.892,2
"2017austria","kmagnussen",65.89,1
"2017austria","jpalmer",66.092,1
"2017austria","fmassa",66.281,1
"2017austria","lstroll",66.355,1
"2017austria","mericsson",66.604,1
"2017austria","svettel",64.293,1
"2017austria","pwehrlein",66.758,1
"2017austria","kraikkonen",64.779,1
"2017austria","dricciardo",64.901,1.011
"2017austria","mverstappen",64.983,1
"2017austria","rgrosjean",65.537,3
"2017austria","sperez",65.614,2.233
"2017austria","lhamilton",64.424,1
"2017austria","eocon",65.712,2.533
"2017austria","ssirotkin",NA,0
"2017austria","acelis",NA,0
"2017greatbritain","lhamilton",86.6,1
"2017greatbritain","rgrosjean",89.444,2
"2017greatbritain","jpalmer",89.566,1
"2017greatbritain","dkvyat",89.728,1
"2017greatbritain","csainz",90.741,1
"2017greatbritain","fmassa",90.855,1
"2017greatbritain","lstroll",NA,0
"2017greatbritain","kmagnussen",NA,0
"2017greatbritain","pwehrlein",NA,0
"2017greatbritain","mericsson",NA,0
"2017greatbritain","dricciardo",NA,0
"2017greatbritain","kraikkonen",87.147,1
"2017greatbritain","falonso",89.973,1
"2017greatbritain","svettel",87.356,1
"2017greatbritain","mverstappen",88.13,1
"2017greatbritain","nhulkenberg",88.784,2
"2017greatbritain","sperez",89.049,2
"2017greatbritain","eocon",89.074,2
"2017greatbritain","svandoorne",89.448,2
"2017greatbritain","vbottas",87.376,1
"2017greatbritain","agiovinazzi",NA,0
"2017hungary","svettel",76.276,1
"2017hungary","jpalmer",78.308,2
"2017hungary","eocon",78.43,1.178
"2017hungary","nhulkenberg",77.534,2.033
"2017hungary","sperez",78.585,1.1
"2017hungary","rgrosjean",78.679,2
"2017hungary","kmagnussen",78.658,1
"2017hungary","dkvyat",78.371,2
"2017hungary","lstroll",78.665,1
"2017hungary","pwehrlein",79.402,1
"2017hungary","pdiresta",79.431,1
"2017hungary","kraikkonen",76.444,1
"2017hungary","mericsson",79.535,1
"2017hungary","vbottas",76.53,1
"2017hungary","lhamilton",76.707,1
"2017hungary","mverstappen",76.797,1
"2017hungary","dricciardo",76.818,1
"2017hungary","falonso",77.773,2.756
"2017hungary","svandoorne",77.958,3
"2017hungary","csainz",78.558,3
"2017hungary","fmassa",NA,0
"2017hungary","acelis",NA,0
"2017hungary","agiovinazzi",NA,0
"2017belgium","lhamilton",102.553,1
"2017belgium","falonso",105.424,2
"2017belgium","rgrosjean",105.476,2
"2017belgium","kmagnussen",105.513,2
"2017belgium","csainz",105.452,2
"2017belgium","jpalmer",105.19,2
"2017belgium","lstroll",106.773,1
"2017belgium","fmassa",105.681,1
"2017belgium","mericsson",107.072,1
"2017belgium","pwehrlein",107.537,1
"2017belgium","dkvyat",105.886,1
"2017belgium","svettel",102.795,1
"2017belgium","svandoorne",105.299,1
"2017belgium","vbottas",103.094,1
"2017belgium","kraikkonen",103.27,1
"2017belgium","mverstappen",103.38,1
"2017belgium","dricciardo",103.863,1
"2017belgium","nhulkenberg",105.105,2.267
"2017belgium","sperez",105.222,2.322
"2017belgium","eocon",105.268,2.533
"2017italy","lhamilton",NA,0
"2017italy","sperez",NA,0
"2017italy","mericsson",NA,0
"2017italy","pwehrlein",NA,0
"2017italy","mverstappen",NA,0
"2017italy","nhulkenberg",NA,0
"2017italy","csainz",NA,0
"2017italy","dricciardo",NA,0
"2017italy","jpalmer",NA,0
"2017italy","svandoorne",NA,0
"2017italy","falonso",NA,0
"2017italy","lstroll",NA,0
"2017italy","rgrosjean",NA,0
"2017italy","eocon",NA,0
"2017italy","vbottas",NA,0
"2017italy","kraikkonen",NA,0
"2017italy","svettel",NA,0
"2017italy","fmassa",NA,0
"2017italy","dkvyat",NA,0
"2017italy","kmagnussen",NA,0
"2017singapore","svettel",99.491,1
"2017singapore","csainz",101.784,3
"2017singapore","jpalmer",101.936,2
"2017singapore","sperez",102.332,1.289
"2017singapore","dkvyat",102.088,2
"2017singapore","eocon",102.756,1.378
"2017singapore","rgrosjean",103.402,2
"2017singapore","kmagnussen",103.155,1
"2017singapore","fmassa",103.413,1
"2017singapore","lstroll",104.127,1
"2017singapore","pwehrlein",104.458,1
"2017singapore","mverstappen",99.814,1
"2017singapore","mericsson",104.969,1
"2017singapore","dricciardo",99.84,1
"2017singapore","kraikkonen",100.069,1
"2017singapore","lhamilton",100.126,1
"2017singapore","vbottas",100.81,1
"2017singapore","nhulkenberg",101.148,2.133
"2017singapore","falonso",101.334,3
"2017singapore","svandoorne",101.38,3
"2017singapore","agiovinazzi",NA,0
"2017singapore","sgelael",NA,0
"2017malaysia","lhamilton",90.076,1
"2017malaysia","falonso",91.808,2.211
"2017malaysia","fmassa",91.748,1.4
"2017malaysia","jpalmer",91.88,2
"2017malaysia","lstroll",92.196,2
"2017malaysia","csainz",92.101,1.578
"2017malaysia","pgasly",92.095,2
"2017malaysia","rgrosjean",92.605,1
"2017malaysia","kmagnussen",92.731,1
"2017malaysia","pwehrlein",92.78,1
"2017malaysia","mericsson",93.267,1
"2017malaysia","kraikkonen",90.121,1
"2017malaysia","svettel",NA,0
"2017malaysia","mverstappen",90.541,1
"2017malaysia","dricciardo",90.595,1
"2017malaysia","vbottas",90.758,1
"2017malaysia","eocon",91.458,2
"2017malaysia","svandoorne",91.708,2.467
"2017malaysia","nhulkenberg",91.586,2
"2017malaysia","sperez",91.468,2.011
"2017malaysia","ssirotkin",NA,0
"2017malaysia","cleclerc",NA,0
"2017malaysia","agiovinazzi",NA,0
"2017malaysia","sgelael",NA,0
"2017japan","lhamilton",87.319,1
"2017japan","kraikkonen",88.498,1
"2017japan","nhulkenberg",89.981,1.1
"2017japan","kmagnussen",90.193,2
"2017japan","rgrosjean",90.367,1
"2017japan","pgasly",90.835,1
"2017japan","lstroll",90.927,1
"2017japan","mericsson",91.115,1
"2017japan","pwehrlein",91.403,1
"2017japan","jpalmer",90.089,2
"2017japan","csainz",90.309,2
"2017japan","svettel",87.791,1
"2017japan","falonso",90.225,2.6
"2017japan","dricciardo",88.306,1
"2017japan","mverstappen",88.332,1
"2017japan","eocon",89.248,2.167
"2017japan","vbottas",87.651,1
"2017japan","sperez",89.347,2.244
"2017japan","fmassa",89.718,2.967
"2017japan","svandoorne",90.036,2
"2017usa","lhamilton",93.108,1
"2017usa","fmassa",94.982,2
"2017usa","dkvyat",95.404,2
"2017usa","rgrosjean",95.956,2
"2017usa","mericsson",96.108,1
"2017usa","pwehrlein",96.445,1
"2017usa","lstroll",96.134,1
"2017usa","mverstappen",93.658,1
"2017usa","kmagnussen",96.66,1
"2017usa","nhulkenberg",95.006,0.067
"2017usa","bhartley",96.155,1
"2017usa","svettel",93.347,1
"2017usa","svandoorne",95.567,2
"2017usa","vbottas",93.568,1
"2017usa","dricciardo",93.577,1
"2017usa","kraikkonen",93.577,1
"2017usa","eocon",94.865,2.122
"2017usa","csainz",94.825,3
"2017usa","falonso",94.993,2.522
"2017usa","sperez",94.971,2.1
"2017usa","cleclerc",NA,0
"2017usa","sgelael",NA,0
"2017mexico","svettel",76.488,1
"2017mexico","fmassa",77.962,1.333
"2017mexico","lstroll",78.737,2
"2017mexico","mericsson",78.805,1
"2017mexico","pwehrlein",78.962,1
"2017mexico","kmagnussen",79.072,1
"2017mexico","rgrosjean",79.102,1
"2017mexico","dricciardo",77.447,1
"2017mexico","bhartley",78.312,1
"2017mexico","falonso",77.339,0.211
"2017mexico","svandoorne",78.207,0.678
"2017mexico","mverstappen",76.574,1
"2017mexico","pgasly",NA,0
"2017mexico","lhamilton",76.934,1
"2017mexico","vbottas",76.958,1
"2017mexico","kraikkonen",77.238,1
"2017mexico","eocon",77.534,2.044
"2017mexico","nhulkenberg",77.521,1.978
"2017mexico","csainz",77.72,2.344
"2017mexico","sperez",77.73,2
"2017mexico","acelis",NA,0
"2017mexico","cleclerc",NA,0
"2017mexico","agiovinazzi",NA,0
"2017mexico","sgelael",NA,0
"2017brazil","vbottas",68.322,1
"2017brazil","eocon",69.846,1
"2017brazil","rgrosjean",69.881,2
"2017brazil","svandoorne",70.089,1.522
"2017brazil","kmagnussen",70.205,2
"2017brazil","dricciardo",69.33,1
"2017brazil","pwehrlein",70.397,1
"2017brazil","lstroll",70.495,1
"2017brazil","mericsson",70.594,1
"2017brazil","bhartley",70.344,1
"2017brazil","pgasly",70.405,1
"2017brazil","svettel",68.36,1
"2017brazil","lhamilton",NA,0
"2017brazil","kraikkonen",68.538,1
"2017brazil","mverstappen",68.925,1
"2017brazil","sperez",69.687,2
"2017brazil","falonso",69.631,2.133
"2017brazil","nhulkenberg",69.723,2
"2017brazil","csainz",69.811,2.233
"2017brazil","fmassa",69.713,2.211
"2017brazil","cleclerc",NA,0
"2017brazil","agiovinazzi",NA,0
"2017brazil","grussell",NA,0
"2017abudhabi","vbottas",96.231,1
"2017abudhabi","fmassa",98.583,2.589
"2017abudhabi","falonso",98.693,1.244
"2017abudhabi","csainz",98.769,1.489
"2017abudhabi","svandoorne",98.807,1.8
"2017abudhabi","kmagnussen",99.357,2
"2017abudhabi","lstroll",99.585,2
"2017abudhabi","rgrosjean",99.51,1
"2017abudhabi","pgasly",99.718,1
"2017abudhabi","pwehrlein",99.924,1
"2017abudhabi","mericsson",99.988,1
"2017abudhabi","lhamilton",96.403,1
"2017abudhabi","bhartley",100.465,1
"2017abudhabi","svettel",96.777,1
"2017abudhabi","dricciardo",96.959,1
"2017abudhabi","kraikkonen",96.985,1
"2017abudhabi","mverstappen",97.328,1
"2017abudhabi","nhulkenberg",98.224,2
"2017abudhabi","sperez",98.383,2.022
"2017abudhabi","eocon",98.414,2.022
"2017abudhabi","agiovinazzi",NA,0
"2017abudhabi","grussell",NA,0
"2018australia","lhamilton",81.164,1
"2018australia","falonso",83.527,2
"2018australia","svandoorne",83.845,2
"2018australia","sperez",84.057,2
"2018australia","lstroll",84.229,2
"2018australia","eocon",84.527,2
"2018australia","vbottas",NA,0
"2018australia","bhartley",84.31,1
"2018australia","mericsson",84.334,1
"2018australia","cleclerc",84.414,1
"2018australia","ssirotkin",84.7,1
"2018australia","kraikkonen",81.828,1
"2018australia","pgasly",85.073,1
"2018australia","svettel",81.838,1
"2018australia","mverstappen",81.879,1
"2018australia","kmagnussen",83.386,2.989
"2018australia","rgrosjean",83.403,2.256
"2018australia","nhulkenberg",83.535,2.333
"2018australia","dricciardo",82.152,1
"2018australia","csainz",83.311,2.789
"2018bahrain","svettel",87.958,1
"2018bahrain","csainz",89.764,2.644
"2018bahrain","bhartley",90.021,2
"2018bahrain","sperez",89.95,2
"2018bahrain","falonso",90.134,2
"2018bahrain","svandoorne",90.265,2
"2018bahrain","mverstappen",NA,0
"2018bahrain","rgrosjean",90.163,0.367
"2018bahrain","mericsson",90.696,1
"2018bahrain","ssirotkin",91.047,1
"2018bahrain","cleclerc",91.053,1
"2018bahrain","kraikkonen",88.101,1
"2018bahrain","lstroll",91.136,1
"2018bahrain","vbottas",88.124,1
"2018bahrain","dricciardo",88.398,1
"2018bahrain","pgasly",89.604,3
